Category,Message,spam
ham,hi neva worry bout da truth coz truth lead 2 ur heart itâ least unique person like u deserve sleep tight morning,0
ham,ur paper today e morn aft,0
ham,lick every drop ready use mouth well,0
ham,expect whenever text hope go well tomo,0
ham,great p diddy neighbor come toothpaste every morning,0
ham,av new number wil u use one ta,0
ham,poking man everyday teach canada abi saying hi,0
ham,7 lor change 2 suntec wat time u coming,0
ham,de seeing online shop asked,0
ham,curious cuz asked,0
ham,okay lor wah like def wont let u go haha say term condition,0
ham,haha yup hopefully lose kg mon hip hop go orchard weigh,0
ham,good r u working,0
ham,oh yes little weather kind coccooning home,0
ham,home also,0
ham,phone weirdest auto correct,0
ham,oops phone died even know yeah like better,0
ham,havent mu ask u 1st wat meet 4 lunch den u n meet already lor u wan 2 go ask da ge 1st confirm w asap,0
ham,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife,0
ham,oh yeah hav great time newquay send postcard 1 look girl im gone u know 1im talkin bout xx,0
ham,got divorce lol,0
ham,ur pin,0
ham,babe got enough money pick bread milk give back get home,0
ham,want snow freezing windy,0
spam,urgent trying contact u today draw show â 2000 prize guaranteed call 09066358361 land line claim y87 valid 12hrs,1
ham,come mahal bus stop lt decimal gt,0
ham,know week going tirunelvai da,0
ham,baby promise treat well bet take good care,0
ham,like hotel dusk game think solve puzzle area thing,0
spam,thanks ringtone order reference number x29 mobile charged 4 50 tone arrive please call customer service 09065989180,1
ham,hi love go day fuck morning woke dropped cell way stair seems alright phews miss,0
ham,well must pain catch,0
ham,sorry da thangam mistake,0
ham,need coz never go,0
ham,rose red red blood blood heart heart u u send ti ur friend including u like u get back 1 u r poor relation 2 u need 1 support 3 u r frnd 2 many 4 some1 luvs u 5 some1 praying god marry u try,0
spam,ur cash balance currently 500 pound maximize ur cash send collect 83600 150p msg cc 08718720201 po box 114 14 tcr w1,1
ham,feel like dick keep sleeping text facebook message sup town,0
ham,plm come da way,0
ham,guess want alone time could show watch,0
ham,height recycling read twice people spend time earning money money spent spending time good morning keep smiling,0
ham,yup ã¼ comin,0
ham,yes princess toledo,0
ham,aight text back mu swing need somebody get door,0
ham,ron say fri leh n said ding tai feng cant make reservation said wait lor,0
ham,good swimsuit allowed,0
ham,okay soon best,0
ham,cute thought friendship necessary share every secret ur close frnd watever u shared true,0
ham,ok sent u da latest version da project,0
ham,pls accept one day begging change number,0
ham,squeeeeeze christmas hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucky none people hate u,0
ham,ok anybody asks abt u tel p,0
ham,funny fact nobody teach volcano 2 erupt tsunami 2 arise hurricane 2 sway aroundn 1 teach hw 2 choose wife natural disaster happens,0
ham,gonna ring weekend wot,0
ham,also track lighter find,0
ham,babe need advice,0
ham,iâ leave around four ok,0
ham,come medical college 7pm forward da,0
ham,k k good going,0
ham,make lasagna vodka,0
ham,hi kate u give ring asap xxx,0
ham,people tour thought sofa thing sent curious sugar,0
ham,told going got drunk,0
ham,fucking chickened messaged would late woould buzz hear word,0
spam,congratulation thanks good friend u â 2 000 xmas prize 2 claim easy call 08718726978 10p per minute bt national rate,1
ham,always looking excuse city,0
ham,yup still coffee wif frens fren drove give lift,0
ham,shore takin bus,0
ham,u gonna get deus ex,0
ham,send email mind lt gt time per night,0
spam,44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705,1
ham,tap spile seven pub gas st broad st canal ok,0
ham,ok come n pick u engin,0
ham,never wanted tell short edge late,0
ham,raviyog peripheral bhayandar east,0
ham,k actually guy meet sunoco howard right way,0
ham,moon come color dream star make musical sm give warm peaceful sleep good night,0
ham,finished eating got u plate leftover time,0
ham,thanx lot,0
ham,hurry home u big butt hang last caller u food done starving ask cooked,0
ham,lol right diet everyday cheat anyway meant fatty,0
ham,great day beautiful one,0
ham,happened interview,0
ham,badrith chennai surely pick u competition,0
ham,tot group mate lucky havent reply wat time ã¼ need leave,0
ham,hey around got enough half ten owe,0
ham,hey tmr maybe meet yck,0
ham,alrite sam nic checkin ur number b,0
ham,making easy pay back lt gt yr say pay back earlier get,0
ham,worry sure get,0
ham,gas station like block away house drive right since armenia end swann take howard,0
spam,someone u know asked dating service 2 contact cant guess call 09058097189 revealed pobox 6 ls15hb 150p,1
spam,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 day,1
ham,tuition 330 hm go 1120 1205 one mind,0
ham,smoking people use wylie smoke much justify ruining shit,0
ham,dear good morning feeling dear,0
ham,little med say take every 8 hour 5 pain back took another hope die,0
ham,beautiful tomorrow never come come already today hunt beautiful tomorrow waste wonderful today goodmorning,0
ham,dunno lei ã¼ decide lor abt leona oops tot ben going n msg,0
ham,hi moved in2 pub would great 2 c u u cud come,0
spam,today voda number ending 5226 selected receive 350 award hava match please call 08712300220 quoting claim code 1131 standard rate app,1
ham,ever easier,0
spam,rct thnq adrian u text rgds vatian,1
ham,stop calling everyone saying might cancer throat hurt talk answering everyones call get one call babysitting monday,0
ham,tough,0
ham,im gonnamissu much would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx,0
ham,ee msg na poortiyagi odalebeku hanumanji 7 name 1 hanuman 2 bajarangabali 3 maruti 4 pavanaputra 5 sankatmochan 6 ramaduth 7 mahaveer ee 7 name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra lt gt true neglet,0
ham,hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx,0
ham,set place heart mind mind easily forgets heart always remember wish happy valentine day,0
ham,surprised still guess right lor,0
ham,okie ã¼ wan meet bishan co bishan driving today,0
ham,hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u,0
ham,know serving mean,0
ham,huh hyde park mel ah opps got confused anyway tt e best choice den juz take,0
ham,oh gei happend tron maybe ill dl 3d,0
ham,know girl always safe selfish know got pa thank good night,0
ham,worry hope photo shoot went well spiffing fun workage,0
ham,freezing craving ice fml,0
ham,kay since already,0
ham,eh sorry leh din c ur msg sad already lar watching tv u still office,0
ham,yo im right yo work,0
ham,ok darlin supose ok worry much film stuff mate babysit call xx,0
ham,wake since checked stuff saw true available space pls call embassy send mail,0
ham,nope juz work,0
ham,huh fast dat mean u havent finished painting,0
ham,number u live 11,0
ham,put party 7 day week study lightly think need draw custom checkboxes know hardcore,0
ham,sac score big hundred set batsman,0
ham,send yetty number pls,0
ham,much cost approx per month,0
ham,ok theory test ã¼ going book think 21 may coz thought wanna go jiayin isnt free,0
spam,contacted dating service someone know find call land line 09050000928 pobox45w2tg150p,1
ham,fine give call know want question,0
ham,sorry got late start way,0
ham,u go back urself lor,0
ham,gas station go,0
ham,k u bored come home,0
ham,babe love cover face kiss,0
ham,like made throw smoking friend car one time awesome,0
ham,still checked da,0
ham,go walmart stay,0
ham,forgotten might couple buck send tomorrow k love ya,0
ham,oh great disturb talk,0
ham,reverse cheating mathematics,0
ham,u welcome caught u using broken english,0
ham,problem baby good time talk called left message,0
ham,oh brand,0
ham,sorry cant take call right happens r 2waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance,0
ham,time coming,0
ham,call say coming today ok tell fool like ok,0
ham,emailed yifeng part oredi ã¼ get fr,0
ham,r u sure understand wine good idea slurp,0
ham,minimum walk 3miles day,0
ham,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema,0
ham,brainless baby doll vehicle sariyag drive madoke barolla,0
spam,sorry missed call let talk time 07090201529,1
ham,please attend phone,0
ham,hate call didnt accept even single call mine even messaged,0
ham,message phone holding,0
ham,free,0
ham,yo trip got postponed still stocked,0
ham,waiting call sir,0
ham,hey reply pa,0
ham,hey elaine today meeting still,0
ham,sorry gone place tomorrow really sorry,0
ham,tiime let hug break tear,0
ham,tomorrow going theatre come wherever u call tell come tomorrow,0
ham,electricity went fml,0
ham,look like found something smoke great job,0
ham,also andros ice etc etc,0
ham,good afternon love today hope good maybe interview wake miss babe passionate kiss across sea,0
ham,yup wun believe wat u really neva c e msg sent shuhui,0
ham,hows watch resizing,0
ham,dear umma called,0
ham,finished missing plenty,0
spam,complimentary 4 star ibiza holiday â 10 000 cash need urgent collection 09066364349 landline lose box434sk38wp150ppm18,1
ham,well meant opposed drunken night,0
ham,k must book huh going yoga basic sunday,0
spam,free msg billed mobile number mistake shortcode 83332 please call 08081263000 charge refunded call free bt landline,1
ham,oops mum somerset bit far back tomo see soon x,0
ham,u workin overtime nigpun,0
ham,kallis dismissial 2nd test,0
ham,guess got screwd,0
spam,please call 08712402972 immediately urgent message waiting,1
ham,r u cooking dinner,0
ham,bull plan go floating ikea without care world live mess another day,0
ham,buy,0
spam,urgent mobile number awarded â 2000 bonus caller prize call 09058095201 land line valid 12hrs,1
ham,heehee funny tho,0
ham,simple arithmetic percentage,0
ham,yeah leave hour least 4 sound,0
ham,thanks honey great day,0
ham,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear,0
ham,ã¼ ask dad pick ã¼ lar ã wan 2 stay 6 meh,0
ham,jus chillaxin,0
ham,hey da cool iknow 2 wellda peril studentfinancial crisis spk 2 u l8r,0
spam,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705,1
ham,whats coming hill monster hope great day thing r going fine busy though,0
ham,joy father john john ____ joy father u an th hav lt gt iq ti ia question try answer,0
ham,ill obey,0
ham,didnt search online let know,0
ham,need go get,0
ham,pic please send,0
ham,uhhhhrmm isnt tb test bad youre sick,0
ham,haf enuff space got like 4 mb,0
spam,life never much fun great came made truly special forget enjoy one gbp sm,1
spam,want new video phone 600 anytime network min 400 inclusive video call downloads 5 per week free deltomorrow call 08002888812 reply,1
spam,valued customer pleased advise following recent review mob awarded â 1500 bonus prize call 09066368470,1
spam,welcome please reply age gender begin e g 24m,1
spam,freemsg 1 month unlimited free call activate smartcall txt call 68866 subscriptn3gbp wk unlimited call help 08448714184 stop txt stop landlineonly,1
spam,mobile 10 mths update latest orange camera video phone free save â free text weekend call text yes callback orno opt,1
spam,new 2 club dont fink met yet b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x callsâ 1 minmobsmore lkpobox177hp51fl,1
ham,true easier,0
ham,sure since parent working tuesday really need cover story,0
